"";"y";"x1";"x2";"i";"cluster"
"1378";0;0,224;-0,548;18;"18"
"1379";1;0,761;1,434;18;"18"
"1380";1;-0,067;1,802;18;"18"
"1381";0;-0,637;0,732;18;"18"
"1382";1;-0,395;-0,95;18;"18"
"1383";0;1,708;-0,702;18;"18"
"1384";0;1,395;-1,078;18;"18"
"1385";0;-0,278;-0,045;18;"18"
"1386";0;-2,019;-0,387;18;"18"
"1387";0;-1,499;-0,583;18;"18"
"1388";0;0,438;-0,47;18;"18"
"1389";1;1,042;0,395;18;"18"
"1390";0;-0,552;0,231;18;"18"
"1391";1;2,65;0,74;18;"18"
"1392";1;0,331;1,354;18;"18"
"1393";1;1,603;0,126;18;"18"
"1394";0;0,584;0,234;18;"18"
"1395";0;1,007;-1,518;18;"18"
"1396";1;-0,049;1,215;18;"18"
"1397";0;-1,679;-0,603;18;"18"
"1398";0;-1,27;-0,499;19;"19"
"1399";0;-0,123;0,195;19;"19"
"1400";1;1,817;0,21;19;"19"
"1401";0;-0,381;-0,842;19;"19"
"1402";1;0,879;2,422;19;"19"
"1403";0;0,045;0,851;19;"19"
"1404";0;0,886;0,282;19;"19"
"1405";1;0,551;-0,314;19;"19"
"1406";0;0,165;-0,44;19;"19"
"1407";0;-1,978;0,312;19;"19"
"1408";0;0,432;-0,234;19;"19"
"1409";0;-0,91;0,123;19;"19"
"1410";0;-0,566;-0,742;19;"19"
"1411";0;0,642;-0,701;19;"19"
"1412";0;0,66;0,593;19;"19"
"1413";0;-0,503;-0,49;19;"19"
"1414";0;0,817;0,679;19;"19"
"1415";0;0,78;-0,975;19;"19"
"1416";0;-1,251;-0,379;19;"19"
"1417";1;1,736;1,116;19;"19"
"1418";0;-0,744;-1,096;19;"19"
"1419";0;-1,022;2,339;19;"19"
"1420";0;0,132;-0,262;19;"19"
"1421";0;0,081;-0,421;19;"19"
"1422";0;-0,127;1,139;19;"19"
"1423";0;0,026;-1,525;19;"19"
"1424";0;0,085;-1,54;19;"19"
"1425";0;0,598;-0,929;19;"19"
"1426";0;2,169;-0,416;19;"19"
"1427";0;-0,845;0,098;19;"19"
"1428";0;-1,687;-0,322;19;"19"
"1429";0;-1,833;-0,041;19;"19"
"1430";0;-0,95;0,236;19;"19"
"1431";1;-0,658;0,497;19;"19"
"1432";1;1,159;-0,162;19;"19"
"1433";0;-1,503;-0,582;19;"19"
"1434";0;1,882;-0,793;19;"19"
"1435";0;-0,257;-0,225;19;"19"
"1436";0;0,313;1,357;19;"19"
"1437";0;-0,102;-1,03;19;"19"
"1438";0;0,307;-0,565;19;"19"
"1439";0;0,267;-1,351;19;"19"
"1440";0;1,382;-0,869;19;"19"
"1441";0;-1,06;1,326;19;"19"
"1442";0;0,192;-0,088;19;"19"
"1443";1;0,084;0,606;19;"19"
"1444";0;-2,058;0,668;19;"19"
"1445";0;1,2;-0,504;19;"19"
"1446";0;-0,48;-0,687;19;"19"
"1447";0;-0,461;0,206;19;"19"
"1448";1;0,198;1,132;19;"19"
"1449";0;-1,216;-0,077;19;"19"
"1450";0;0,275;0,478;19;"19"
"1451";0;-0,39;1,429;19;"19"
"1452";1;-0,095;0,56;19;"19"
"1453";0;-2,536;-0,613;19;"19"
"1454";0;0,05;-1,566;19;"19"
"1455";0;-0,253;0,016;19;"19"
"1456";0;-0,45;0,772;19;"19"
"1457";0;1,061;-0,776;19;"19"
"1458";1;-0,996;-0,307;20;"20"
"1459";0;-2,607;0,322;20;"20"
"1460";0;0,888;0,497;20;"20"
"1461";0;0,236;-0,441;20;"20"
"1462";1;0,096;-0,347;20;"20"
"1463";1;0,173;0,983;20;"20"
"1464";1;-0,035;1,316;20;"20"
"1465";1;-2,112;-1,521;20;"20"
"1466";1;-0,289;-0,13;20;"20"
"1467";0;0,986;-0,846;20;"20"
"1468";0;0,16;-0,563;20;"20"
"1469";1;-1,282;-1,251;20;"20"
"1470";0;0,148;0,927;20;"20"
"1471";1;-0,156;-1,57;20;"20"
"1472";0;0,192;1,538;20;"20"
"1473";0;0,745;-0,505;20;"20"
"1474";0;1,004;-0,956;20;"20"
"1475";0;-2,227;1,226;20;"20"
"1476";0;1,394;-0,263;20;"20"
"1477";0;0,47;0,529;20;"20"
"1478";0;-1,549;0,54;20;"20"
"1479";0;-2,693;0,36;20;"20"
"1480";1;0,131;0,705;20;"20"
"1481";1;-0,52;-0,137;20;"20"
"1482";1;-0,061;-0,257;20;"20"
"1483";0;-1,224;0,636;20;"20"
"1484";0;-1,227;-0,31;20;"20"
"1485";0;-0,368;-0,574;20;"20"
"1486";1;1,527;-0,933;20;"20"
"1487";0;-1,138;0,289;20;"20"
"1488";0;0,5;-0,442;20;"20"
"1489";0;-0,86;0,275;20;"20"
"1490";0;0,723;0,461;20;"20"
"1491";0;-0,259;1,189;20;"20"
"1492";1;1,678;1,016;20;"20"
"1493";1;-0,46;-0,788;20;"20"
"1494";0;0,513;0,105;20;"20"
"1495";1;0,452;0,518;20;"20"
"1496";1;0,311;-0,248;20;"20"
"1497";1;-0,187;-0,397;20;"20"
"1498";1;0,433;-0,33;20;"20"
"1499";0;0,188;-0,669;20;"20"
"1500";1;1,245;0,225;20;"20"
"1501";1;-1,243;-1,179;20;"20"
"1502";1;-0,049;0,25;20;"20"
"1503";0;0,742;0,985;20;"20"
"1504";1;0,252;-1,08;20;"20"
"1505";1;2,056;0,389;20;"20"
"1506";1;0,207;-0,775;20;"20"
"1507";0;-0,358;0,234;20;"20"
"1508";1;-0,419;-1,524;20;"20"
"1509";1;1,204;1,314;20;"20"
"1510";1;0,173;1,967;20;"20"
"1511";1;0,993;0,823;20;"20"
"1512";0;0,156;0,622;20;"20"
"1513";1;0,22;1,283;20;"20"
"1514";0;0,587;0,308;20;"20"
"1515";1;2,088;0,404;20;"20"
"1516";0;0,09;1,04;20;"20"
"1517";0;0,783;-0,718;20;"20"
"1518";1;1,762;0,521;20;"20"
"1519";1;0,122;-0,305;20;"20"
"1520";0;-0,086;0,427;20;"20"
"1521";1;0,297;-1,175;20;"20"
"1522";1;0,117;1,422;20;"20"
"1523";1;1;-1,616;20;"20"
"1524";0;-2,026;1,091;20;"20"
"1525";0;-1,133;1,827;20;"20"
"1526";0;-0,115;-0,936;20;"20"
"1527";1;-0,645;-0,739;20;"20"
"1528";1;-0,484;-1,163;20;"20"
"1529";1;0,622;-1,771;20;"20"
"1530";1;0,997;1,136;20;"20"
"1531";1;-0,285;-0,317;20;"20"
"1532";0;-0,425;1,168;20;"20"
"1533";1;1,299;-1,209;20;"20"
"1534";1;-0,067;-0,712;20;"20"
"1535";1;1,353;0,434;20;"20"
"1536";1;-0,537;0,337;20;"20"
"1537";0;-1,961;0,078;20;"20"
"1538";1;0,86;-0,274;20;"20"
"1539";0;0,309;-0,15;20;"20"
"1540";1;2,903;-0,345;20;"20"
"1541";1;-0,654;-1,131;20;"20"
"1542";1;0,799;-0,691;20;"20"
"1543";0;-0,896;0,305;20;"20"
"1544";1;0,949;-0,693;20;"20"
"1545";1;-1,343;-0,767;20;"20"
"1546";1;0,742;1,066;20;"20"
"1547";1;-0,123;0,741;20;"20"
"1548";1;0,131;0,781;20;"20"
"1549";1;-0,779;-0,913;20;"20"
"1550";1;-0,427;0,247;20;"20"
"1551";0;0,165;0,597;20;"20"
"1552";0;-1,534;-0,23;20;"20"
"1553";0;-1,535;1,389;20;"20"
"1554";1;0,359;1,227;20;"20"
"1555";1;0,723;1,061;20;"20"
"1556";0;-1,259;-1,292;21;"21"
"1557";0;1,845;-0,698;21;"21"
"1558";0;0,22;-0,13;21;"21"
"1559";0;0,506;-0,532;21;"21"
"1560";0;-0,259;-1,677;21;"21"
"1561";0;0,183;-1,756;21;"21"
"1562";0;0,971;1,063;21;"21"
"1563";1;0,713;1,504;21;"21"
"1564";0;0,174;1,293;21;"21"
"1565";0;-0,22;1,01;21;"21"
"1566";0;-0,687;2,517;21;"21"
"1567";0;-0,595;-3,529;21;"21"
"1568";0;-0,355;-0,531;21;"21"
"1569";0;2,614;-0,263;21;"21"
"1570";0;-1,177;-0,46;21;"21"
"1571";0;-0,068;-0,388;21;"21"
"1572";0;0,263;0,412;21;"21"
"1573";0;-0,377;-0,618;21;"21"
"1574";0;0,388;-0,846;21;"21"
"1575";0;-0,077;-0,906;21;"21"
"1576";0;-0,13;0,075;21;"21"
"1577";0;0,826;0,709;21;"21"
"1578";0;1,594;-0,662;21;"21"
"1579";0;-0,881;-1,872;21;"21"
"1580";0;-0,295;0,978;21;"21"
"1581";0;-0,415;-0,035;21;"21"
"1582";0;1,154;-0,104;21;"21"
"1583";0;0,193;-1,475;21;"21"
"1584";0;0,403;-0,012;21;"21"
"1585";0;-1,754;1,045;21;"21"
"1586";0;-0,162;0,788;21;"21"
"1587";0;0,45;-0,11;21;"21"
"1588";0;-1,674;1,565;21;"21"
"1589";0;-1,09;-0,563;21;"21"
"1590";0;0,21;0,59;21;"21"
"1591";0;-1,063;-0,613;21;"21"
"1592";0;-1,14;-0,928;21;"21"
"1593";1;0,16;-0,345;21;"21"
"1594";0;0,866;-1,3;21;"21"
"1595";0;-0,511;-1,281;21;"21"
"1596";0;0,092;-1,4;21;"21"
"1597";0;0,281;-1,759;21;"21"
"1598";0;0,33;-1,272;21;"21"
"1599";0;-0,819;-0,061;21;"21"
"1600";0;0,435;-0,581;21;"21"
"1601";0;-1,057;-0,945;21;"21"
"1602";1;-1,079;0,426;21;"21"
"1603";0;-0,215;0,44;21;"21"
"1604";0;-0,014;0,839;21;"21"
"1605";0;0,073;-1,109;21;"21"
"1606";0;0,895;-1,409;21;"21"
"1607";0;-1,557;-0,087;21;"21"
"1608";0;0,725;-0,451;21;"21"
"1609";0;-1,092;-2,158;21;"21"
"1610";0;-0,9;-0,253;21;"21"
"1611";1;0,366;2,127;21;"21"
"1612";0;1,211;0,246;21;"21"
"1613";1;-0,06;1,517;21;"21"
"1614";0;0,901;0,514;21;"21"
"1615";0;0,265;-1,405;21;"21"
"1616";0;0,63;-0,267;21;"21"
"1617";0;0,414;0,245;21;"21"
"1618";1;0,556;0,405;22;"22"
"1619";1;-1,27;-1,358;22;"22"
"1620";1;1,376;-0,304;22;"22"
"1621";1;0,076;-0,608;22;"22"
"1622";0;-0,756;0,606;22;"22"
"1623";1;-1,158;0,074;22;"22"
"1624";1;-1,535;1,154;22;"22"
"1625";1;1,655;0,027;22;"22"
"1626";0;-0,183;-1,261;22;"22"
"1627";0;-0,768;-1,645;22;"22"
"1628";1;1,576;0,865;22;"22"
"1629";1;-1,836;0,301;22;"22"
"1630";1;0,02;-0,421;22;"22"
"1631";0;-0,665;-0,146;22;"22"
"1632";1;-0,317;-0,793;22;"22"
"1633";1;1,058;1,199;22;"22"
"1634";1;1,277;-0,526;22;"22"
"1635";1;1,866;0,916;22;"22"
"1636";1;0,227;-0,618;22;"22"
"1637";0;2,269;-1,679;22;"22"
"1638";0;1,083;-2,596;22;"22"
"1639";1;0,115;-0,203;22;"22"
"1640";1;0,265;-0,562;22;"22"
"1641";1;1,294;-0,557;22;"22"
"1642";1;-0,907;2,051;22;"22"
"1643";1;0,617;0,179;22;"22"
"1644";1;0,213;-0,06;22;"22"
"1645";0;-0,917;-1,144;22;"22"
"1646";0;1,163;-1,898;22;"22"
"1647";1;0,082;-0,821;22;"22"
"1648";1;0,719;-0,275;22;"22"
"1649";1;-0,888;0,453;22;"22"
"1650";1;0,92;-0,812;22;"22"
"1651";1;0,873;-0,004;22;"22"
"1652";1;0,963;1,026;22;"22"
"1653";1;0,511;-0,215;22;"22"
"1654";1;-0,521;0,781;22;"22"
"1655";1;0,35;-0,375;22;"22"
"1656";1;0,646;0,504;22;"22"
"1657";1;-1,303;0,678;22;"22"
"1658";1;0,828;1,133;22;"22"
"1659";1;-0,904;-1,009;22;"22"
"1660";1;-0,067;0,645;22;"22"
"1661";0;0,867;-1,616;22;"22"
"1662";1;-1,163;-0,328;22;"22"
"1663";1;1,03;0,482;22;"22"
"1664";1;1,102;-0,143;22;"22"
"1665";0;-0,554;0,127;22;"22"
"1666";1;-0,167;1,542;22;"22"
"1667";1;1,395;-0,008;22;"22"
"1668";1;-0,109;0,818;22;"22"
"1669";1;0,289;0,648;22;"22"
"1670";1;1,919;1,992;22;"22"
"1671";0;1,257;-1,368;22;"22"
"1672";1;1,198;0,415;22;"22"
"1673";1;0,889;-0,571;22;"22"
"1674";1;-0,507;-0,864;22;"22"
"1675";1;1,641;-0,963;22;"22"
"1676";1;-1,219;-0,17;22;"22"
"1677";0;-2,744;-0,78;22;"22"
"1678";1;1,245;0,078;22;"22"
"1679";1;0,255;0,561;22;"22"
"1680";1;-0,057;0,164;22;"22"
"1681";1;0,127;1,065;22;"22"
"1682";1;-1,075;-0,217;22;"22"
"1683";1;0,673;1,487;22;"22"
"1684";0;-0,71;-0,513;22;"22"
"1685";1;0,89;1,807;22;"22"
"1686";1;-0,17;1,855;22;"22"
"1687";1;-0,412;0,57;22;"22"
"1688";1;-0,556;-0,927;22;"22"
"1689";1;0,956;-0,224;22;"22"
"1690";1;-0,077;-0,028;22;"22"
"1691";1;0,007;0,2;22;"22"
"1692";1;1,072;-0,248;22;"22"
"1693";1;0,951;-1,831;22;"22"
"1694";0;-0,043;-1,879;22;"22"
"1695";1;0,73;0,784;22;"22"
"1696";1;-2,183;0,125;22;"22"
"1697";1;1,008;-0,463;22;"22"
"1698";1;0,69;0,047;23;"23"
"1699";0;1,888;0,339;23;"23"
"1700";0;-1,461;0,478;23;"23"
"1701";0;0,437;-0,809;23;"23"
"1702";1;-0,043;-1,468;23;"23"
"1703";0;-0,639;-0,02;23;"23"
"1704";1;0,755;0,971;23;"23"
"1705";0;-1,592;0,714;23;"23"
"1706";0;-0,038;1,481;23;"23"
"1707";0;0,843;1,084;23;"23"
"1708";0;-0,204;1,279;23;"23"
"1709";0;-1,955;0,606;23;"23"
"1710";0;0,753;1,416;23;"23"
"1711";1;1,21;-0,087;23;"23"
"1712";0;-1,189;0,524;23;"23"
"1713";1;-0,89;-0,379;23;"23"
"1714";1;0,522;0,046;23;"23"
"1715";0;0,191;0,689;23;"23"
"1716";0;-0,838;1,427;23;"23"
"1717";1;1,084;-1,951;23;"23"
"1718";1;0,885;0,745;23;"23"
"1719";1;0,792;-0,809;23;"23"
"1720";1;1,123;-1,07;23;"23"
"1721";0;1,1;1,17;23;"23"
"1722";0;-0,324;-1,032;23;"23"
"1723";1;-0,118;-1,756;23;"23"
"1724";0;0,152;-0,136;23;"23"
"1725";0;-0,607;-0,279;23;"23"
"1726";0;0,85;0,165;23;"23"
"1727";1;3,29;-0,514;23;"23"
"1728";0;-0,846;0,853;23;"23"
"1729";0;0,288;1,098;23;"23"
"1730";0;-0,261;1,282;23;"23"
"1731";0;-0,084;0,41;23;"23"
"1732";1;-2,122;-0,141;23;"23"
"1733";1;1,225;1,307;23;"23"
"1734";1;-0,31;0,05;23;"23"
"1735";1;-1,176;-1,476;23;"23"
"1736";0;1,264;-1,715;23;"23"
"1737";1;0,522;-0,121;23;"23"
"1738";0;-0,559;-0,011;23;"23"
"1739";0;-0,666;-1,201;23;"23"
"1740";1;-0,564;-1,249;23;"23"
"1741";0;-0,785;0,009;23;"23"
"1742";0;0,576;-0,131;23;"23"
"1743";1;0,969;-0,477;23;"23"
"1744";0;-0,932;0,833;23;"23"
"1745";1;1,711;-0,354;23;"23"
"1746";0;-0,49;0,493;23;"23"
"1747";0;-0,968;-0,523;23;"23"
"1748";0;1,412;0,699;23;"23"
"1749";1;1,667;1,129;23;"23"
"1750";1;0,665;0,371;23;"23"
"1751";0;0,179;0,19;23;"23"
"1752";0;-1,343;0,938;23;"23"
"1753";1;1,622;1,79;23;"23"
"1754";0;-1,413;-0,084;23;"23"
"1755";0;0,485;-0,331;23;"23"
"1756";0;0,603;-1,091;23;"23"
"1757";1;0,502;-1,167;23;"23"
"1758";0;-0,248;-1,137;23;"23"
"1759";1;0,095;0,602;23;"23"
"1760";0;0,911;0,071;23;"23"
"1761";0;-1,058;-0,636;23;"23"
"1762";0;-2,643;0,77;23;"23"
"1763";0;-0,957;-0,691;23;"23"
"1764";1;-0,609;-0,828;23;"23"
"1765";0;0,988;0,741;23;"23"
"1766";0;-0,771;-0,828;23;"23"
"1767";1;0,731;0,277;23;"23"
"1768";1;-0,78;-1,134;23;"23"
"1769";0;-0,958;-0,354;23;"23"
"1770";0;0,855;0,671;23;"23"
"1771";0;0,606;-0,887;23;"23"
"1772";0;-0,699;0,174;23;"23"
"1773";0;-1,133;0,39;23;"23"
"1774";1;-0,242;-0,615;24;"24"
"1775";1;1,337;0,059;24;"24"
"1776";1;0,205;0,841;24;"24"
"1777";1;-0,265;-0,716;24;"24"
"1778";1;0,318;-0,918;24;"24"
"1779";1;0,145;-0,02;24;"24"
"1780";1;0,916;-1,202;24;"24"
"1781";0;-1,432;2,652;24;"24"
"1782";1;2,167;-0,908;24;"24"
"1783";1;0,192;-0,022;24;"24"
"1784";1;-0,54;-0,279;24;"24"
"1785";0;-1,906;1,624;24;"24"
"1786";1;0,068;-0,027;24;"24"
"1787";1;-0,173;-0,069;24;"24"
"1788";1;-0,211;-0,929;24;"24"
"1789";1;1,301;-0,178;24;"24"
"1790";0;-1,069;0,53;24;"24"
"1791";1;0,707;0,595;24;"24"
"1792";1;0,752;-1,051;24;"24"
"1793";0;-0,832;-0,113;24;"24"
"1794";1;0,764;0,196;24;"24"
"1795";1;0,132;-0,472;24;"24"
"1796";1;-0,306;1,744;24;"24"
"1797";0;-0,321;2,424;24;"24"
"1798";1;1,734;0,786;24;"24"
"1799";1;0,5;0,015;24;"24"
"1800";1;-1,516;-1,604;24;"24"
"1801";1;-1,127;-0,804;24;"24"
"1802";1;0,623;-0,264;24;"24"
"1803";1;-0,65;-0,483;24;"24"
"1804";1;1,067;-0,877;24;"24"
"1805";1;-1,116;-0,674;24;"24"
"1806";1;-0,366;0,629;24;"24"
"1807";1;1,407;0,622;24;"24"
"1808";1;-0,854;-1,767;24;"24"
"1809";0;-0,391;0,668;24;"24"
"1810";1;-0,845;-0,817;24;"24"
"1811";1;-0,181;0,508;24;"24"
"1812";1;0,256;-0,989;24;"24"
"1813";1;-0,283;1,656;24;"24"
"1814";1;-0,443;0,15;24;"24"
"1815";1;0,332;1,197;24;"24"
"1816";1;1,931;0,96;24;"24"
"1817";1;0,912;-1,951;24;"24"
"1818";1;1,167;-1,745;24;"24"
"1819";1;1,074;0,934;24;"24"
"1820";1;2,723;-0,384;24;"24"
"1821";1;0,127;0,084;24;"24"
"1822";1;-0,615;0,558;24;"24"
"1823";1;0,751;0,065;24;"24"
"1824";0;1,245;0,59;24;"24"
"1825";1;-0,216;0,038;24;"24"
"1826";1;0,009;1,258;24;"24"
"1827";0;0,032;1,117;24;"24"
"1828";0;-0,06;0,03;24;"24"
"1829";0;-1,418;-0,056;24;"24"
"1830";0;-2,647;0,936;24;"24"
"1831";1;0,095;1,342;24;"24"
"1832";1;0,439;-0,199;24;"24"
"1833";0;-0,428;0,211;24;"24"
"1834";1;0,166;0,548;24;"24"
"1835";0;-0,57;1,4;24;"24"
"1836";1;-0,643;-0,528;24;"24"
"1837";1;1,79;0,733;24;"24"
"1838";1;-1,272;0,316;24;"24"
"1839";0;-0,843;0,681;24;"24"
"1840";0;-2,887;1,342;24;"24"
"1841";1;-0,581;0,544;24;"24"
"1842";1;-0,172;-0,659;24;"24"
"1843";1;-1,08;0,44;24;"24"
"1844";1;-1,029;-0,08;24;"24"
"1845";1;0,817;-0,794;24;"24"
"1846";1;-0,561;-0,856;24;"24"
"1847";1;0,709;0,061;24;"24"
"1848";1;0,666;-0,992;24;"24"
"1849";1;-1,313;-1,376;24;"24"
"1850";1;0,366;0,221;24;"24"
"1851";1;-0,242;-0,514;24;"24"
"1852";0;-1,07;0,746;24;"24"
"1853";1;1,347;0,82;24;"24"
"1854";1;0,298;1,095;24;"24"
"1855";1;0,551;-0,19;24;"24"
"1856";0;0,267;0,671;24;"24"
"1857";0;-2,304;2,159;24;"24"
"1858";0;-2,204;1,411;24;"24"
"1859";1;-0,636;0,287;24;"24"
"1860";1;-0,211;0,485;24;"24"
"1861";1;0,342;0,361;24;"24"
"1862";1;1,401;0,015;24;"24"
"1863";1;0,03;0,17;24;"24"
"1864";1;0,486;1,423;24;"24"
"1865";1;1,283;0,481;24;"24"
"1866";1;0,658;-0,26;24;"24"
"1867";0;-0,723;0,213;25;"25"
"1868";1;0,918;-0,305;25;"25"
"1869";0;-1,862;-0,599;25;"25"
"1870";0;0,506;-0,274;25;"25"
"1871";1;-0,182;1,091;25;"25"
"1872";1;0,711;1,448;25;"25"
"1873";1;-0,433;0,522;25;"25"
"1874";1;2,267;0,905;25;"25"
"1875";0;1,053;0,047;25;"25"
"1876";1;0,837;-0,237;25;"25"
"1877";1;0,736;-0,692;25;"25"
"1878";1;0,396;-0,744;25;"25"
"1879";0;0,096;-0,837;25;"25"
"1880";0;-0,167;-1,421;25;"25"
"1881";0;-0,095;0,343;25;"25"
"1882";0;-1,322;-1,101;25;"25"
"1883";1;0,251;0,143;25;"25"
"1884";0;-1,151;-2,313;25;"25"
"1885";1;-0,112;0,959;25;"25"
"1886";0;1,703;-0,696;25;"25"
"1887";1;-0,945;0,918;25;"25"
"1888";1;-0,533;0,729;25;"25"
"1889";0;0,196;-1,315;25;"25"
"1890";1;0,629;1,128;25;"25"
"1891";0;1,912;-0,516;25;"25"
"1892";1;0,081;1,429;25;"25"
"1893";0;0,341;0,525;25;"25"
"1894";1;0,473;0,346;25;"25"
"1895";0;-0,948;-0,326;25;"25"
"1896";1;0,473;-0,164;25;"25"
"1897";1;-2,052;-0,62;25;"25"
"1898";0;-0,912;-0,831;25;"25"
"1899";0;1,065;-1,385;25;"25"
"1900";0;-0,432;-0,361;25;"25"
"1901";1;0,676;0,372;25;"25"
"1902";1;-0,859;0,227;25;"25"
"1903";0;-0,896;-1,665;25;"25"
"1904";0;-1,06;0,217;25;"25"
"1905";0;-0,617;0,105;25;"25"
"1906";1;0,168;-0,747;25;"25"
"1907";1;-0,903;-0,965;25;"25"
"1908";0;-0,452;-1,158;25;"25"
"1909";1;-0,207;0,374;25;"25"
"1910";1;-0,29;0,966;25;"25"
"1911";0;0,631;0,24;25;"25"
"1912";0;0,267;-1,919;25;"25"
"1913";0;-1,3;-0,115;25;"25"
"1914";1;1,153;0,744;25;"25"
"1915";1;-0,292;0,942;25;"25"
"1916";1;0,663;-0,851;25;"25"
"1917";0;-0,479;-0,991;25;"25"
"1918";1;0,072;1,113;25;"25"
"1919";1;0,195;-0,34;25;"25"
"1920";0;0,213;-1,205;25;"25"
"1921";0;0,521;-1,181;25;"25"
"1922";0;0,663;-1,652;25;"25"
"1923";0;-0,875;-0,92;25;"25"
"1924";0;-0,735;-0,832;25;"25"
"1925";1;-0,37;0,551;25;"25"
"1926";1;2,037;1,205;25;"25"
"1927";1;0,813;1,158;25;"25"
"1928";1;0,706;2,033;25;"25"
"1929";1;-0,552;1,517;25;"25"
"1930";0;0,194;-0,538;25;"25"
"1931";0;0,65;-1,305;25;"25"
"1932";1;-0,429;1,735;25;"25"
"1933";0;2,482;-3,197;25;"25"
"1934";0;-0,503;-0,152;25;"25"
"1935";0;-1,507;-1,342;25;"25"
"1936";0;0,701;-1,411;25;"25"
"1937";1;0,881;-0,664;25;"25"
"1938";0;-0,857;-1,184;25;"25"
"1939";1;-0,289;0,144;25;"25"
"1940";0;-0,348;-1,134;25;"25"
"1941";1;-0,929;-0,149;25;"25"
"1942";1;1,743;0,853;25;"25"
"1943";1;2,235;-0,839;25;"25"
"1944";0;-1,509;1,024;25;"25"
"1945";1;-0,471;0,259;25;"25"
"1946";1;0,742;1,201;25;"25"
"1947";0;0,901;-2,449;25;"25"
"1948";1;1,079;1,589;25;"25"
"1949";1;1,733;-1,157;25;"25"
"1950";1;-0,389;2,567;25;"25"
"1951";0;0,414;-0,685;25;"25"
"1952";1;0,296;0,223;25;"25"
"1953";0;-2,151;0,608;25;"25"
"1954";1;1,203;0,212;25;"25"
"1955";0;-1,28;-1,196;25;"25"
"1956";1;1,713;0,545;25;"25"
"1957";0;-1,654;-2,477;25;"25"
"1958";1;-0,68;1,777;25;"25"
"1959";0;-0,811;1,147;25;"25"
"1960";1;-0,987;0,95;25;"25"
"1961";1;0,181;0,057;25;"25"
"1962";0;-0,328;-0,852;25;"25"
"1963";0;0,289;-0,222;26;"26"
"1964";0;-0,151;-0,331;26;"26"
"1965";1;0,976;-0,835;26;"26"
"1966";0;-0,28;-0,615;26;"26"
"1967";0;-0,528;1,97;26;"26"
"1968";0;-0,236;-0,554;26;"26"
"1969";0;-0,116;-0,938;26;"26"
"1970";0;1,432;1,782;26;"26"
"1971";0;-0,057;0,147;26;"26"
"1972";0;-1,804;1,186;26;"26"
"1973";0;0,754;-0,56;26;"26"
"1974";0;0,901;0,144;26;"26"
"1975";0;-0,559;-0,15;26;"26"
"1976";0;0,523;1,694;26;"26"
"1977";1;1,285;-0,489;26;"26"
"1978";0;0,657;0,424;26;"26"
"1979";0;1,144;-0,439;26;"26"
"1980";0;-0,905;0,314;26;"26"
"1981";0;-0,366;-0,484;26;"26"
"1982";0;-1,901;0,413;26;"26"
"1983";1;-2,007;-0,709;26;"26"
"1984";0;0,266;2,181;26;"26"
"1985";0;0,168;0,387;26;"26"
"1986";0;-0,108;0,548;26;"26"
"1987";0;-0,078;0,882;26;"26"
"1988";0;0,217;-1,596;26;"26"
"1989";0;-1,638;0,322;26;"26"
"1990";1;1,224;-1,17;26;"26"
"1991";0;0,07;0,442;26;"26"
"1992";0;-0,386;0,738;26;"26"
"1993";1;0,923;-1,986;26;"26"
"1994";0;-0,287;0,851;26;"26"
"1995";0;-1,079;1,367;26;"26"
"1996";0;-1,245;0,936;26;"26"
"1997";0;-1,145;0,426;26;"26"
"1998";0;0,47;-0,189;26;"26"
"1999";1;-0,95;-1,754;26;"26"
"2000";0;-0,906;0,675;26;"26"
"2001";0;0,234;-0,005;26;"26"
"2002";0;1,494;-1,348;26;"26"
"2003";0;0,416;-0,357;26;"26"
"2004";0;-1,529;0,965;26;"26"
"2005";0;-0,285;1,847;26;"26"
"2006";1;-0,815;-0,863;26;"26"
"2007";0;0,851;0,901;26;"26"
"2008";0;0,075;0,614;26;"26"
"2009";0;0,702;-1,613;26;"26"
"2010";0;-0,798;1,393;26;"26"
"2011";0;-1,11;-0,289;26;"26"
"2012";0;-0,441;-0,119;26;"26"
"2013";0;1,591;-0,683;26;"26"
"2014";0;-0,931;1,456;26;"26"
"2015";0;0,587;0,253;26;"26"
"2016";0;-0,071;-0,387;26;"26"
"2017";1;1,864;-0,573;26;"26"
"2018";0;-0,168;0,922;26;"26"
"2019";0;0,084;-0,863;26;"26"
"2020";0;0,803;0,104;26;"26"
"2021";0;-0,091;1,257;26;"26"
"2022";1;-1,241;-1,517;26;"26"
"2023";0;-0,027;-0,415;26;"26"
"2024";0;0,233;0,201;26;"26"
"2025";1;-0,42;-0,74;26;"26"
"2026";0;-1,386;-0,745;26;"26"
"2027";0;1,172;-0,596;26;"26"
"2028";0;0,391;-0,49;26;"26"
"2029";0;-0,019;0,11;26;"26"
"2030";0;-0,957;-0,462;26;"26"
"2031";1;1,74;-0,608;26;"26"
"2032";0;0,318;1,205;26;"26"
"2033";0;0,359;0,116;26;"26"
"2034";0;0,217;0,386;26;"26"
"2035";0;-0,763;-1,261;27;"27"
"2036";1;-2,14;-1,442;27;"27"
"2037";0;0,339;-1,291;27;"27"
"2038";0;-1,091;0,033;27;"27"
"2039";1;0,734;0,523;27;"27"
"2040";0;-0,553;1,292;27;"27"
"2041";0;-0,222;-2,652;27;"27"
"2042";0;-0,537;-0,589;27;"27"
"2043";0;0,31;-0,601;27;"27"
